ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,BaseAnnotation,BaseAnnotator,BaseComment,Coverage,OneToThirty,BaseInSource
numerals-tzel1254-1,"Bachajon Tzeltal, Mexico",tzel1254,Tzeltal,tzh,North America,16.6384,-92.2786,Mayan,vigesimal,Eugene Chan,Bachajon Tzeltal has a vigesimal system.,0.24691358024691357,1.0,
numerals-tzot1259-1,"Tzotzil, Mexico",tzot1259,Tzotzil,tzo,North America,16.6362,-92.7388,Mayan,vigesimal,Eugene Chan,San André Larrainzr Tzotzil has a vigesimal system.,0.24691358024691357,1.0,
numerals-uabm1237-1,"Uab Meto, West Timor, Indonesia",uabm1237,Uab Meto,aoz,Papunesia,-9.77284,124.144,Austronesian,decimal,Russell Barlow,"Uab Meto or Dawan is spoken in Nilulat, Central Northern District of West Timor, Indonesia. This language has a decimal system similar to that of Amarasi language. Noteː *) Free variantsː **) The first form of these strings occur before words beginning with two consonants, the second in combination with personal pronouns, e.g. hit teun kit ' the three of us (incl.)', sin hiut sin 'the seven of them', hi faɔn ki ' the eight of you'. The third and fourth form occur before a pause, the one with the voiceless vowel occur only in slow and careful speech, and more typically with older speakers than younger ones. Stress falls in all listed numerals on the penultimate syllable of the roots. For the consonant and vowel system (from Floribertha Lake and Hein Steinhauer, forthcoming, A Grammar of Dawan ) p.t.o. Nilulat Dawan Phonemic Chart: Nilulat Dawanese Consonants: Labial Coronal Velar Glottal Stop p, b (b, β) t k ʔ Fricative f s, j(dʒ, ʑ) h Nasals m n Lateral l Maximal vowel system of Nilulat Dawaneseː Front Central Back High i, i̥ (unvoiced) u̥ (unvoiced), u Higher é[e], e [e, ɛ], e̥ [e̥, ɛ̥] o̥ [o̥, ɔ̥], ó[o], ɔ Lower ɛ Low ɑ The opposition lower vs. higher mid is only relevant in monosyllabic roots.",0.24691358024691357,1.0,
numerals-uare1241-1,"Uare, Papua New Guinea",uare1241,Uare,ksj,Papunesia,-9.69571,147.687,Kwalean,quinary,Russell Barlow,"Uare or Kwale has a five-base system. There is a distinct numeral 'ɡɐubɐ̃nɐ̃nɐ' for the tens, which might be a loanword from the neighboring Sinaugoro language, an Austronesian language.",0.2222222222222222,1.0,
barlowpacific-uare1241-1,Kwale,uare1241,Uare,ksj,Papunesia,-9.69571,147.687,Kwalean,quinary,Russell Barlow,,0.08024691358024691,0.4482758620689655,
numerals-ubii1238-1,"Ubi, Chad",ubii1238,Ubi,ubi,Africa,11.8006,18.558,Afro-Asiatic,decimal,Eugene Chan,Ubi has a decimal system with substructure for numbers 6 to 9. There are two forms for numerals ''two''; rapi is used after ten. bur which means ''mouth'' is used in compound numerals.,0.24691358024691357,1.0,
numerals-ubir1237-1,"Ubir, Papua New Guinea",ubir1237,Ubir,ubr,Papunesia,-9.59044,149.396,Austronesian,quinary,Russell Barlow,Ubir has a quinary counting system and twenty 'orot kaita' which means 'one man'.,0.2345679012345679,1.0,
barlowpacific-ubir1237-1,Ubir,ubir1237,Ubir,ubr,Papunesia,-9.59044,149.396,Austronesian,quinary,Russell Barlow,,0.10493827160493827,0.4482758620689655,
numerals-ubyk1235-1,"Ubykh, Turkey",ubyk1235,Ubykh,uby,Eurasia,43.67,39.67,Abkhaz-Adyge,vigesimal,Eugene Chan,Ubykh numeral system is vigesimal.,0.24691358024691357,1.0,
numerals-udaa1238-1,"Uda, Nigeria",udaa1238,Uda,uda,Africa,4.70196,8.06562,Atlantic-Congo,mixed,Enock Appiah Tieku,"quinary. 10, 20, 40, 60, 80 and 100 are atoms. 30=20+10, 50=40+10, 70=60+10, 90=80+10; Uda has a numeral system similar to that of Anaang and Efik.",0.19135802469135801,0.7586206896551724,
numerals-udih1248-1,"Udihe (Udeghe), Russia",udih1248,Udihe,ude,Eurasia,46.63086,135.67762,Tungusic,decimal,Eugene Chan,Udeghe numeral system is decimal.,0.24691358024691357,1.0,
numerals-udii1243-1,"Udi, Azerbaijan",udii1243,Udi,udi,Eurasia,40.9,47.7236,Nakh-Daghestanian,decimal/vigesimal,Eugene Chan,"The original Udi numeral system should be vigesimal, but they adopt a decimal system, too.",0.24691358024691357,1.0,
numerals-udmu1245-1,"Udmurt, Russia",udmu1245,Udmurt,udm,Eurasia,56.12921,52.63548,Uralic,,Eugene Chan,Udmurt numeral system is similar to Komi-Zyrian numeral system.,0.24691358024691357,1.0,
numerals-uduk1239-1,"Uduk (Twampa), Ethiopia, Sudan",uduk1239,Uduk,udu,Africa,9.16012,34.2293,Koman,vigesimal,Eugene Chan,"Uduk or ʼTwāmpā has a vigesimal system of counting, but various alternatives exist for the different series. Some speakers don't use múd̪èɗ for 6-10 (and later corresponding series). Some examples for alternatives for 11 are: ʼkúmèɗ(ì) pé ɗé, ʼkùmèɗ(ì) ʼcéɗí ɗé?, or pé dé? ʼkú?pʰā ʼkú?mèɗ. Younger speakers usually say dòŋgòn instead of dòŋòn,. i and the ŋ in péŋ are optional. Larger number (e.g. 1000 and above) tend to be in either English or Arabic, depending on the age/location of the speaker.",0.24691358024691357,1.0,
numerals-uduk1239-2,"Uduk, Ethiopia, Sudan",uduk1239,Uduk,udu,Africa,9.16012,34.2293,Koman,vigesimal,Eugene Chan,Uduk has a vigesimal system of counting with base-five substructure. Arabic numerals are used from 11 onwards since SIM began schools among the Uduk in the 40s. Traditional Uduk number '30' literally means 'one body and ten on top'.,0.24691358024691357,1.0,
barlowpacific-ufim1240-2,Ufim,ufim1240,Ufim,ufi,Papunesia,-6.05128,146.245,Nuclear Trans New Guinea,binary,Russell Barlow,,0.04938271604938271,0.27586206896551724,
barlowpacific-ufim1240-1,Ufim,ufim1240,Ufim,ufi,Papunesia,-6.05128,146.245,Nuclear Trans New Guinea,binary,Russell Barlow,,0.024691358024691357,0.13793103448275862,
numerals-ughe1237-1,"Ughele, Solomon Islands",ughe1237,Ughele,uge,Papunesia,-8.45725,157.341,Austronesian,decimal,Russell Barlow,"Ughele has a decimal system similar to that of Roviana language. Note that the symbols between the orthographic spellings and IPA symbolsː j = IPA [d͡ʒ], g =IPA [ɣ], vu = IPA [w]",0.24691358024691357,1.0,
numerals-ugon1239-1,"Ugong, Thailand",ugon1239,Ugong,ugo,Eurasia,14.2408,100.098,Sino-Tibetan,decimal,Eugene Chan,Ugong has a decimal system. Ugong is an endangered language.,0.24691358024691357,1.0,
googleuninum-uig,"Uyghur, Uighur",uigh1240,Uighur,uig,Eurasia,43.88,87.38,Turkic,,,,0.6790123456790124,1.0,
numerals-uigh1240-1,"Uighur, China",uigh1240,Uighur,uig,Eurasia,43.88,87.38,Turkic,decimal,Eugene Chan,Uighur numeral system is decimal.,0.24691358024691357,1.0,
numerals-uisa1238-1,"Uisai, Papua New Guinea",uisa1238,Uisai,uis,Papunesia,-6.55533,155.706,South Bougainville,decimal,Russell Barlow,"Uisai has been sometimes treated as the most divergent dialect of Buin but is classified as a separate language in the Ethnologue. The structure is extremely similar as the Buin system. Two alternative forms occur for numbers 15, 16, 18 and 19.",0.24691358024691357,1.0,
numerals-ujir1237-1,"Ujir, Maluku, Indonesia",ujir1237,Ujir,udj,Papunesia,-5.69329,134.257,Austronesian,decimal,Russell Barlow,"Ujir has a decimal numeral system with substructures for numbers 7 and 8. Like other Aru languages, the Ujir numerals for ‘seven’ and ‘eight’ are complex numerals. Dubusam is an additive numeral (6+1) composed of dubu ‘six’ and -sam, apparently historically derived from, ‘one’. Karua is an multiplicative numeral (4x2) composed of ka ‘four’ and rua ‘two’. The numeral ‘ten’ is also complex, being composed of ui ‘tens’ and sia ‘one’. Higher decades are formed by replacing sia with another numeral, thus: ui rua ‘twenty’, ui lati ‘thirty’, ui ka ‘forty’ etc. The numerals ‘one’. This means there are apparently two forms of the numeral ‘one’ (set or sia) in Ujir. The choice between these forms is dependent on the arithmetical context. Set is used in additive contexts, that is, where one referent (1) or an additional one referent is added to a higher numeral (2). (1) letay set canoe one ‘one canoe’ (2) letay ui rua ma set canoe tens two plus one ‘twenty-one canoes’ Sia is used in multiplicative contexts to create higher numerals that multiplicands of ‘one’, such as (3), (4) and (5). (3) letay ui sia canoe ten one ‘ten canoes’ (4) letay rat sia canoe hundred one ‘one hundred canoes’ (5) letay ribu sia canoe thousand one ‘one thousand canoes’ 2 Sia has a further use outside of numeral contexts. In (6) and (7), sia is not combined with another numeral, but is used by itself with a noun to denote specific indefinite reference (‘a certain’, ‘a particular’ etc.). (6) Fit sia, anin dibil,… night one wind stiff ‘On a certain night, there was a stiff breeze, … (7) Waktu sia, a-ratan fana sia,… time one 3.ACT-reach village one ‘One time, (the boat) reached a certain village,… Formation of higher numerals. As already observed above, multiples of bases such as ui ‘ten’ and rat ‘hundred’ are created by placing another numeral after base numeral, as in (8) and (9). (8) ui rua ‘twenty’, ui lati ‘thirty’, ui ka ‘forty’… (9) rat rua ‘two hundred’, rat lati ‘three hundred’, rat ka ‘four hundred’… Adding digits (‘one’ to ‘nine’) to (multiples of ) bases is achieved by means of the “augmenter” ma between the base (and its multiplier, if any) and the added digit, such as in (10) and (11). (10) ui sia ma set ‘eleven’, ui lati ma tera ‘thirty-nine’, ui dubusam ma dubusam ‘seventy-seven’… (11) rat rua ma rua ‘two hundred and two’, rat dubu ui du.",0.24691358024691357,1.0,
numerals-ujir1237-2,"Ujir, Maluku, Indonesia",ujir1237,Ujir,udj,Papunesia,-5.69329,134.257,Austronesian,decimal,Russell Barlow,Ujir might have a decimal system. There are missing terms over ten.,0.07407407407407407,0.3448275862068966,
numerals-ukaa1243-1,"Ukaan (Ikaan dialect), Nigeria",ukaa1243,Ukaan,kcf,Africa,7.59722,6.03933,Atlantic-Congo,vigesimal,Enock Appiah Tieku,"15-19 is base 20; Ukaan has a vigesimal numeral system with a special construction for compound numbers 15 to 19, which is formed by 20 - 5 to 1, respectively. The traditional highest number is 400 'ʊ̀hʲɔ̀nì'. Note that the [p] as in number 10 is replaced by [f] as in 11 [áfūmànûʃì], which means 'ten and one'. The 'àɡ͡bá' in 60 and other higher numbers stands for 'sack', with one 'sack' representing 'twenty'.",0.25308641975308643,1.0,
numerals-ukhw1241-1,"Ukhwejo, CAR, Cameroon",ukhw1241,Ukhwejo,ukh,Africa,2.9095,16.267,Atlantic-Congo,decimal,Enock Appiah Tieku,Ukhwejo has a decimal numeral system. Number 10 'kaamɔ́' means ''corn ball''.,0.24074074074074073,1.0,
numerals-ukit1237-1,"Ukit (Bhuket), Malaysia",ukit1237,Ukit,umi,Papunesia,1.56623,114.579,Austronesian,decimal,Russell Barlow,"Ukit or Bhuket is an endangered language spoken in Sungai Asap, Sarawak, Malaysia with about 120 speakers (Wurm and Hattori 1981). This language might have a decimal system, the numerals with an asterisks need to checked with new data.",0.24691358024691357,1.0,
barlowpacific-ukit1237-1,Ukit,ukit1237,Ukit,umi,Papunesia,1.56623,114.579,Austronesian,decimal,Russell Barlow,,0.10493827160493827,0.4827586206896552,
googleuninum-ukr,Ukrainian,ukra1253,Ukrainian,ukr,Eurasia,49.796,29.945,Indo-European,,,,0.6790123456790124,1.0,
numerals-ukra1253-1,"Ukrainian, Ukraine",ukra1253,Ukrainian,ukr,Eurasia,49.796,29.945,Indo-European,,Eugene Chan,,0.24691358024691357,1.0,
barlowpacific-ukur1240-1,Ukuriguma,ukur1240,Ukuriguma,ukg,Papunesia,-4.94407,145.514,Nuclear Trans New Guinea,,,,0.012345679012345678,0.06896551724137931,
numerals-ukwa1238-1,"Ukwa, Nigeria",ukwa1238,Ukwa,ukq,Africa,5.59913,7.96002,Atlantic-Congo,mixed,Enock Appiah Tieku,"quinary 6-8 are base five. 15 is an atom. vigesimal, quadragesimal … 20, 40, 60, 80 and 100 are atoms. 30=20+10, 50=40+10, 70=60+10; Ukwa has a numeral system similar to that of Anaang and Efik.",0.19135802469135801,0.7586206896551724,
barlowpacific-ulau1237-4,Ulau-Sueng,ulau1237,Ulau-Suain,svb,Papunesia,-3.32876,142.845,Austronesian,quinary,Russell Barlow,,0.04938271604938271,0.27586206896551724,
barlowpacific-ulau1237-1,(Sauvein),ulau1237,Ulau-Suain,svb,Papunesia,-3.32876,142.845,Austronesian,quinary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-ulau1237-2,Ulau-Suain,ulau1237,Ulau-Suain,svb,Papunesia,-3.32876,142.845,Austronesian,quinary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
barlowpacific-ulau1237-3,Ulau-Suain,ulau1237,Ulau-Suain,svb,Papunesia,-3.32876,142.845,Austronesian,quinary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
numerals-ulch1241-1,"Ulcha, Russia",ulch1241,Ulch,ulc,Eurasia,51.85209,140.29045,Tungusic,,Eugene Chan,Ulcha numeral system is similar to Nanai numeral system.,0.24691358024691357,1.0,
numerals-ulga1234-1,"Southern Carrier (Ulkatcho dialect), BC, Canada",ulga1234,Ulgatcho,,North America,,,Athabaskan-Eyak-Tlingit,,Eugene Chan,"The above data was taken from Ulkatcho Dialect of Southern Carrier. one of the two major dialects within what I call ""Blackwater Carrier"", which is what calls ""Southern Carrier"".  These are the generic numbers, used for counting most things and when reciting the numbers. There are four more sets of numbers: human - used for counting people and dogs, locative – for places,  multiplicative  - for times (e.g. ""we have been there three times)"" and periods of time (week, month), and abstract – for abstract things, such as kinds and ideas. The forms used to form the decades are the multiplicative forms, e.g. nat is ""twice, two times"" and is also used in expressions like ""two months"".  It is clear how larger numbers might be formed, e.g. 2000 = nat lanezi lanezi lanezi ""twice ten-times ten-times ten"", but I never observed these in use and when speakers are asked about them they agree that that is how such numbers would be formed if they were to form them, but ""we don't"".  Current speakers are all bilingual and even very fluent speakers tend to use English numbers when speaking Carrier for numbers of any size or complexity. The notation is Athabaskanist IPA – the ""voiced ""series are really unaspirated, the ""voiceless"" series aspirated. As in all varieties of Carrier, 6 is transparently ""threes on top of each other"",  8 is transparently  ""fours on top of each other"",  and 9 is ""one missing"".",0.2345679012345679,1.0,
numerals-ulit1238-1,"Ulithian, FSM",ulit1238,Ulithian,uli,Papunesia,9.961388,139.603611,Austronesian,decimal,Russell Barlow,Ulithian has a decimal system with several sets of classifiers which used with different nouns similar to that of Woleaian.,0.24691358024691357,1.0,
numerals-uluk1257-1,"Ulukwumi, Edo State, Nigeria",uluk1257,Ulukwumi,ulb,Africa,6.4974,6.59202,Atlantic-Congo,vigesimal,Eugene Chan,"Ulukwumi has a vigesimal system, the basic Ulukwumi numbers from 1 to 10 are similar to that of the Ede Cabe language of Benin.",0.25308641975308643,1.0,
barlowpacific-ulum1237-1,Botteng,ulum1237,Ulumanda',ulm,Papunesia,-3.00933,118.994,Austronesian,decimal,Russell Barlow,,0.08024691358024691,0.3793103448275862,
barlowpacific-ulum1237-2,Tappalang,ulum1237,Ulumanda',ulm,Papunesia,-3.00933,118.994,Austronesian,decimal,Russell Barlow,,0.08024691358024691,0.3793103448275862,
numerals-umaa1242-1,"Uma, Sulawesi, Indonesia",umaa1242,Uma,ppk,Papunesia,-1.70416,119.968,Austronesian,decimal,Russell Barlow,Uma or Pipikoro has a decimal system.,0.24691358024691357,1.0,
barlowpacific-umal1238-1,Òma Lóngh,umal1238,Uma' Lung,ulu,Papunesia,3.25,116.5,Austronesian,,,,0.09259259259259259,0.4482758620689655,
barlowpacific-umal1239-1,Kinjin,umal1239,Uma' Lasan,xky,Papunesia,2.14141,114.205,Austronesian,decimal,Russell Barlow,,0.08024691358024691,0.3793103448275862,
barlowpacific-umal1239-2,Lepu Sawa,umal1239,Uma' Lasan,xky,Papunesia,2.14141,114.205,Austronesian,decimal,Russell Barlow,,0.08024691358024691,0.41379310344827586,
barlowpacific-umal1239-3,Long Aki,umal1239,Uma' Lasan,xky,Papunesia,2.14141,114.205,Austronesian,decimal,Russell Barlow,,0.08024691358024691,0.41379310344827586,
barlowpacific-umal1239-4,Madang,umal1239,Uma' Lasan,xky,Papunesia,2.14141,114.205,Austronesian,decimal,Russell Barlow,,0.08024691358024691,0.41379310344827586,
barlowpacific-umal1239-5,Malang,umal1239,Uma' Lasan,xky,Papunesia,2.14141,114.205,Austronesian,decimal,Russell Barlow,,0.08024691358024691,0.41379310344827586,
numerals-uman1240-1,"Umanakaina, Papua New Guinea",uman1240,Umanakaina,gdn,Papunesia,-9.89671,149.658,Dagan,binary,Russell Barlow,"There are only two real numerals in Umanakaina counting system, one and two. You seldom hear people use Umanakaina terms for numbers above 5. For larger numbers they will just say: ''ropani'' (many), ''ropani kawaya'' (many big), ''ropani kawaya eba bigabigai'' (many big not few), or ''ropani kawaya eba iyabapamana makai'' (many big not to-count possible). When they give away piles of yams at feasts they keep track of how many they give by keeping a small piece of wood (I seem to recall that they call it ''ruba'') for every 20 yams. In other words, if they have kept 5 ''ruba'', they know that they gave away 100 yams and would expect to get a similar amount (or more) back at some later time. Other higher numbers can be formed as followsː 21. iyapana eyaka mena kewowena ida eyaka mena (person one only finished hand one only) 22. iyapana eyaka mena kewowena ida apeya (person one only finished hand two) 29. iyapana eyaka mena kewowena ida daikere kewowena daikere apeya apeya (person one only finished hand one-side finished one-side two two. 30. iyapana eyaka mena kewowena ida esida mena (person one only finished hand above only) 40. iyapana apeya (person two) 41. iyapana apeya kewowena ida eyaka mena (person one only finished hand one only) The system goes on and on, but as I said, this is purely academic. Numbers above 5 or so are not used in everyday life. There are no special words for 50, 100, 1000.",0.12345679012345678,0.6896551724137931,
barlowpacific-uman1240-1,Gwedena,uman1240,Umanakaina,gdn,Papunesia,-9.89671,149.658,Dagan,binary,Russell Barlow,,0.04938271604938271,0.2413793103448276,
barlowpacific-uman1240-2,Gwedena (Nubunubu village),uman1240,Umanakaina,gdn,Papunesia,-9.89671,149.658,Dagan,binary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-umat1237-1,"Umatilla, USA",umat1237,Umatilla,uma,North America,45.6391,-118.552,Sahaptian,decimal,Eugene Chan,"Umatilla has a decimal system similar to that of Nez Perce. Note the following conversions between Americanist phonetic notation and IPA transcriptionsː 1. š = IPA [ʃ], 2. ƛ = IPA [tɬ], 3. kʼ = IPA [kʼ], 4. aa = IPA [aː], 5. y = IPA [j].",0.24691358024691357,1.0,
numerals-umbu1257-1,"Umbundu, Angola",umbu1257,Umbundu,umb,Africa,-12.4763,14.4148,Atlantic-Congo,decimal,Enock Appiah Tieku,6-9 seem derived; Umbundu has a numeral system similar to that of Nyaneka.,0.24691358024691357,1.0,
barlowpacific-umbu1258-1,Hagen (Gawigl (Kaugel) dialect),umbu1258,Umbu-Ungu,ubu,Papunesia,-5.9513,143.97,Nuclear Trans New Guinea,quaternary,Russell Barlow,,0.21604938271604937,1.0,
numerals-umbu1258-1,"Umbu-Ungu, Papua New Guinea",umbu1258,Umbu-Ungu,ubu,Papunesia,-5.9513,143.97,Nuclear Trans New Guinea,quaternary,Russell Barlow,"Umbu-Ungu or Kaugel counting system is a four base system, though 12 and its multiples are also significant points in the system. 1) Most of the sounds of Kaugel are fairly 'standard' except for the l phonemes. The phonetic actualization of the phoneme we symbolize as l in Kaugel is a lateral affricate (stop plus lateral fricative). Before the back vowels a, o, and u, it is a velar lateral affricate, and pronounced in the alveolar position before the front vowels i and e. The 'r' is flapped, and occurs almost exclusively word initially The simple stops 'p' 't' and 'k' tend to be aspirated word-initially and, word medially the k is voiced, the p becomes a voiced bilabial fricative, and the t simply loses its aspiration but is not voiced. There are only five vowels - 'a' as in 'father'; 'e' as in 'egg"", 'i' as in 'pin', 'o' as in 'not' and 'u' as in 'put'. There is also a set of pre-nasalized stops, which are now written with the pre-nasalization because of pressure from literate native speakers. These are 'mb', 'nd', 'ng', and 'nj'. Two nasal sounds 'm' and 'n' are as in English. The phones 's' and 't' are actually mutually exclusive in their distribution, so we originally wrote both as 't', but once again, pressure from native speakers has caused us to now write 's' and 't' separately orthographically. 2) There are actually several Kaugel counting systems. Sadly, most have now fallen into disuse in favour of the Tok Pisin or English words, though there has been some revival of lower numbers in the vernacular elementary schools in recent years. I have presented as much as I know of the most common system, which you will quickly see is four-based, with something going on as multiples of 12 also. Neither of us knows the word for 36 but we feel it has to exist. Number above that tend to be based on the numeral for 24. A paper was written by a Nancy Bowers of New Zealand many years ago covering all the counting systems, the one I have provided for you, another one which is used only for counting game and does not go into high numbers, and a third which is based on body parts and goes up to 100. We elicited this one from an old chief in our original village, but it went up in smoke when our house was burnt down by a mentally disturbed man. This was in the days before computers. If you could get hold of Nancy's paper it would be helpful to you I am sure. 3) For larger numbers these days the people use foreign words such as anderete or tausen or even paono which means 20 (the former Australian currency was the pound which was made up of 20 shillings). 4) Finally, let me comment on the shape of the numerals themselves. All I need to add really, for a fellow linguist, is that the nga~nge morpheme is the genetive suffix. We translate it in this context something like ""in the system of"", so eg rureponga talo would be ""two in the system of 12"" which, in this case equals 10. Ordinal numbers are made by adding the 3S dependent verb suffix to the stem of the give verb, si- though this in no way retains its original meaning when used in this context, thus eg. yepoko sipe means 'third'.",0.21604938271604937,1.0,
barlowpacific-umed1238-1,Punda,umed1238,Umeda-Punda,upi,Papunesia,-3.34565,141.157,Border,,,,0.006172839506172839,0.034482758620689655,
numerals-umes1235-1,"Ume Saami, Sweden",umes1235,Ume Saami,sju,Eurasia,64.6383,18.646,Uralic,,Eugene Chan,"The above data was taken from the sub-dialect of Malmasjaure village in the north-eastern part of the Ume Saami area. This dialect is nowadays extinct, as are most of the former local Ume Saami dialect. There is a variant from 11 to 19; either the forms enclosed or 'akʻtə lʉkle nɛltn' and from 21 - 99; either the forms enclosed or ''kuœkʻtə 'lʉhkeːh jah akʻtə'.",0.24691358024691357,1.0,
numerals-umir1236-1,"Umiray Dumaget Agta, Philippines",umir1236,Umiray Dumaget Agta,due,Papunesia,14.8757,121.508,Austronesian,decimal,Russell Barlow,Umiray Dumaget Agta has a decimal system similar to that of Casiguran Dumagat Agta. There are loanwords from Tagalog.,0.24691358024691357,1.0,
numerals-umpi1239-1,"Umpila-Kuuku-Ya'u, Australia",umpi1239,Umpila,ump,Australia,-13.1528,143.467,Pama-Nyungan,,Eugene Chan,"Traditionally, Umpila-Kuuku-Ya'u has three words for numbers. Mangku is rarely used. As far as I know, and I haven't explored it specifically, there is no evidence that there are variant numeral forms for any of the other dialects (Kaanju, Kuuku Yani etc.) in this dialect group. Please use Thompson 1988 as a citation for these forms.",0.024691358024691357,0.13793103448275862,
numerals-unaa1239-1,"Una, Papua, Indonesia",unaa1239,Una,mtg,Papunesia,-4.69676,140.1,Nuclear Trans New Guinea,,,"The traditional counting system of the Una people is based on the body parts. The Una people start counting from the little finger of their left hand. Via their left arm and shoulder and their ear they arrive at the top of their head, which is number 14. Then, from the top of their head they descent via their right ear, shoulder and arm to the little finger of their right hand, which is number 27. This is called one unit (ding tentok). When counting from 28 to 54, the Una people start from the little finger of their right hand. Only very occasionally they count numbers higher than that. Nowadays the Una people also use Indonesian words, especially the numbers higher than 14. Note the following remarks: 1. In order to arrive at the names of the body parts the bound suffix -baryi (number) as in numbers from 4 onwards needs to be stripped off. 2. The word dina as in 15 to 24 means 'other side'. 3. The suffix -ba as in 25 to 27 is a shorten form (allomorph) of -baryi (number).",0.16666666666666666,0.9310344827586207,
barlowpacific-unaa1239-1,Oranjegebergte,unaa1239,Una,mtg,Papunesia,-4.69676,140.1,Nuclear Trans New Guinea,,,,0.07407407407407407,0.41379310344827586,
numerals-unaa1239-2,"Una, Papua, Indonesia",unaa1239,Una,mtg,Papunesia,-4.69676,140.1,Nuclear Trans New Guinea,,,Una might have a body tally system.,0.06172839506172839,0.3448275862068966,
numerals-unam1242-1,"Lenapé (Delaware, Unami), USA",unam1242,Unami,unm,North America,40.4,-74.3,Algic,decimal,Eugene Chan,"Lenapé or Unami Delaware has a decimal system. Note that stress regularly falls on the next-to-last (i.e., penultimate) syllable. Stops following a stressed syllable are lengthened, e.g., [kʷəːtːi ]. Lenapé is originally spoken in New Jersey, Delaware and Pennsylvania. There are no fully fluent speakers of Lenape Delaware anymore, but the younger generation of Lenapes has undergone a resurgence of interest in reviving the Delaware language. Today, however, some Lenape language activists are trying to combine the Unami and Munsee languages into a single Delaware language to improve its chances of survival.",0.24691358024691357,1.0,
barlowpacific-unde1235-1,Banava,unde1235,Unde Kaili,unz,Papunesia,-0.85876,119.673,Austronesian,,,,0.012345679012345678,0.06896551724137931,
barlowpacific-unea1237-1,Bali-Vitu (‘Unea’),unea1237,Uneapa,bbn,Papunesia,-4.89383,149.141,Austronesian,quinary,Russell Barlow,,0.11728395061728394,0.5517241379310345,
barlowpacific-unea1237-2,Bali,unea1237,Uneapa,bbn,Papunesia,-4.89383,149.141,Austronesian,quinary,Russell Barlow,,0.06172839506172839,0.3448275862068966,
bowernnumerals-Ungg,Unggumi,ungg1243,Unggumi,xgu,Australia,-15.65,124.67,Worrorran,restricted,Ezequiel Koile,"1, 2, 3",0.018518518518518517,0.10344827586206896,
barlowpacific-unii1234-1,Uni 1,unii1234,Uni,uni,Papunesia,-3.09369,142.027703,Sko,,,,0.012345679012345678,0.06896551724137931,
barlowpacific-unii1234-2,Uni 2,unii1234,Uni,uni,Papunesia,-3.09369,142.027703,Sko,,,,0.006172839506172839,0.034482758620689655,
barlowpacific-unse1236-1,Rabaul Creole German (Unserdeutsch),unse1236,Unserdeutsch,uln,Papunesia,-4.19566,152.183,Indo-European,,,,0.05555555555555555,0.27586206896551724,
barlowpacific-unub1234-1,Unubahe,unub1234,Unubahe,unu,Papunesia,-10.3652,150.2683,Austronesian,,,,0.037037037037037035,0.20689655172413793,
numerals-uppe1275-1,"Upper Necaxa Totonac, Mexico",uppe1275,Upper Necaxa Totonac,tku,North America,20.236,-97.81,Totonacan,vigesimal,Eugene Chan,"Like many other Mesoamerican languages. Upper Necaxa Totonac make use of a vigesimal numeral system. The use on Totonac numerals is, on the whole, on the decline in both Patla and Chicontla dialects and even fluent speakers regularly use Spanish numbers when speaking to each other. Numbers from 100 up are always in Spanish and most speakers are unable to formulate them in Totonac at all; those that can vary somewhat in the strategies they use ( the most frequent form of 100 being a̰ʔkáux ma̰ʔkáux ' ten times ten' rather than kitsispuʃám 'five-twenties' that the vigesimal system would predict). Numbers under 20 require a classificatory prefix that depends on the shape and, to a lesser extend, the material of the of the object being counted. Note that accent represents stress, not tone; underline tilde represents largynealization.",0.24691358024691357,1.0,
numerals-uppe1395-1,"Upper Sorbian, Germany",uppe1395,Upper Sorbian,hsb,Eurasia,51.2403,14.4098,Indo-European,,Eugene Chan,"Upper Sorbian numeral 1 has three forms (jedyn, jedna and jedne, masculine, feminine and neutral); under the influence of German, these three forms are shortened to jen, jena and jene respectively.",0.24691358024691357,1.0,
numerals-uppe1406-1,"Upper Ta-oih, Laos",uppe1406,Upper Ta'oih,tth,Eurasia,16.186515,107.056135,Austroasiatic,decimal,Mamta Kumari,Use of conjunctive marker between atom and base.; Ta-oaih has a decimal numeral system similar to that of Pacoh and Lower Ta-oaih. Thousand is a loanword from Lao language.,0.24691358024691357,1.0,
numerals-uppe1427-1,"Upper Kinabatangan, Malaysia",uppe1427,Upper Kinabatangan,dmg,Papunesia,5.31911,116.901,Austronesian,decimal,Russell Barlow,Upper Kinabatangan has a decimal system.,0.24691358024691357,1.0,
barlowpacific-uppe1427-1,Sungai Kuamut,uppe1427,Upper Kinabatangan,dmg,Papunesia,5.31911,116.901,Austronesian,decimal,Russell Barlow,,0.10493827160493827,0.41379310344827586,
barlowpacific-uppe1430-1,Upper Pyramid,uppe1430,Upper Grand Valley Dani,dna,Papunesia,-3.94368,138.901,Nuclear Trans New Guinea,,,,0.012345679012345678,0.06896551724137931,
