"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","BaseAnnotation","BaseAnnotator","BaseComment","Coverage","OneToThirty","BaseInSource"
"407","numerals-somr1248-1","Somrai, Chad","somr1248","Somrai","sor","Africa",9.65897,16.6784,"Afro-Asiatic","decimal","Eugene Chan","Somrai has a decimal system with special structures for numbers 7, 8 and 9. The word for thousand is a loanword from French 'sac'.",0.246913580246914,1,NA
"408","numerals-somy1238-1","Somyev (Kila Yang), Nigeria","somy1238","Somyev","kgt","Africa",6.90525,11.4826,"Atlantic-Congo","quinary","Enock Appiah Tieku","Somyev has a quinary, decimal numeral system.The language appears to be diminishing in use. There were missing terms for the compound numbers and, 200, 1000 and 2000.",0.148148148148148,0.551724137931034,NA
"409","numerals-sout2778-1","Southern Kissi, Sierra Leone","sout2778","Southern Kisi","kss","Africa",8.32448,-10.3377,"Atlantic-Congo","quinary","Enock Appiah Tieku","crowns from 30 have the forms of 20 and lower numerals 3, 4, 5, … ; Southern Kissi has a quinary, decimal system.",0.246913580246914,1,NA
"410","numerals-sout2784-1","Southern Ngbandi, DR of the Congo","sout2784","Southern Ngbandi","nbw","Africa",2.5414,19.5939,"Atlantic-Congo","decimal","Enock Appiah Tieku","Northern Ngabani has a decimal system. The numbers seven to nine are Lingala loanwords, and there is a Bangala loanword for thousand.",0.259259259259259,1,NA
"411","numerals-sout2785-1","Southwest Gbaya, CAR, Cameroon","sout2785","Southwest Gbaya","gso","Africa",4.70037,14.9569,"Atlantic-Congo","quinary","Enock Appiah Tieku","Southwest Gbaya has a quinary, decimal system similar to that of Northwest Gbaya (Standard /Boya / Baya), but the numbers for 1, 5, 20, 100 and 100 are different. There are two tones in this languageː high and low.",0.246913580246914,1,NA
"412","numerals-sout2787-2","Ngbugu, CAR, DR of the Congo","sout2787","South Central Banda","lnl","Africa",2.94113,21.051,"Atlantic-Congo","quinary","Enock Appiah Tieku","20=person but the form for person is replaced ff 40; Ngbugu is a variety of South-Central Banda. Ngbugu has a quinary / vigesimal system of counting. The 'tɜ̀' at beginning (20 - 59) is often dropped in rapid speech. Also, ' t͡ʃèpànɜ̀', which means 'more' is intentionally dropped from 26 to 29. The word for 10 means ''all the fingers'', 20 means ''the whole person'', implied: all the fingers and all the toes. Tone marksː [v́] = high tone, [v̄] = mid tone and [v̀] = low tone.",0.246913580246914,1,NA
"413","numerals-sout2789-1","Southern Dagaare, Ghana","sout2789","Central Dagaare","dga","Africa",10.4226,-2.52265,"Atlantic-Congo","vigesimal","Enock Appiah Tieku","decimal - 10-20; Dagaare has a vigesimal system of counting.",0.246913580246914,1,NA
"414","numerals-sout2790-1","Southern Birifor, Ghana","sout2790","Southern Birifor","biv","Africa",9.2873,-2.72672,"Atlantic-Congo","vigesimal","Enock Appiah Tieku","9 = 9-1?; Southern Birifor has a vigesimal system similar to that of Dagaare.",0.246913580246914,1,NA
"415","numerals-sout2795-1","Southern Nuni, Burkina Faso","sout2795","Southern Nuni","nnw","Africa",11.5186,-2.14385,"Atlantic-Congo","mixed","Enock Appiah Tieku","30 = 10x3 - decimal, 50 = 10x5 - decimal; Southern Nuni has a counting system mixing with both decimal and vigesimal systems. The numbers 'hundred' and 'thousand' might borrowed from the Kasem language.",0.246913580246914,1,NA
"416","numerals-sout2797-1","Southern Toussian, Burkina Faso","sout2797","Southern Toussian","wib","Africa",10.877,-4.65678,"Atlantic-Congo","mixed","Enock Appiah Tieku","30 = 10x3 - decimal; Southern Toussian has a quinary-vigesimal system. The number 30 'yõɡbãm' would be like 3 x 10, 'ɡbãm' means 10 but the 'yo~' has very little relation to 3 'tɔ̃́nɔ́'. For number 40 'tikininí' it might be the plural form of 20 'túkúrí' and 80 'tikiyẽ̌h' would be 20 x 4. For 100 'lèkwɛ' looks like it could be 'kwɛ 'as kwlo and lè as ... ? 20 ? It breaks the pattern. But then 200 'lèɡbãm' is 10 (ɡbãm) 20's and 1000 'kyɛɡbãm ' is 10 x 100 ? But, how did lèɡbãm become kyɛʔ and 2000 become 'kèyo'. The etymologies for these few words are still unknown.",0.246913580246914,1,NA
"417","googleuninum-sot","Sesotho, Southern Sotho","sout2807","Southern Sotho","sot","Africa",-28.78,27.89,"Atlantic-Congo","","","",0.679012345679012,1,NA
"418","numerals-sout2808-1","Southern Ndebele, South Africa","sout2808","Sumayela Ndebele","","Africa",-25.6272,29.048,"Atlantic-Congo","decimal","Enock Appiah Tieku","Southern Ndebele has a decimal system with a complicated phonetic system with some click sounds. Note that the phonetic symbol [ kʼ ] as in 'thousand' is an ejective velar plosive.",0.246913580246914,1,NA
"419","numerals-sout3051-1","South Giziga, Cameroon","sout3051","South Giziga","giz","Africa",10.2809,14.1931,"Afro-Asiatic","","Eugene Chan","South Giziga numerals and North Giziga numerals are very similar. The number 8 ‘dàaŋɡàfáɗ' might be derived from '' 2 x 4 '', although 'dàa' and 'cúw' (2) don't have much in common. One or the other, or both, may be borrowed from Fula 'tati' (2).",0.246913580246914,1,NA
"420","numerals-sout3251-1","Southern Kataang, Laos","sout3251","Southern Katang","sct","Eurasia",16.108419,106.473214,"Austroasiatic","decimal","Mamta Kumari","Southern Kataang has a decimal numeral system similar to that of Pacoh. Thousand is a loanword from Thai language. The data are taken from Southern Kataːng Rɯəŋ dialect of Salavan. Speakerː Kampet.",0.246913580246914,1,NA
"421","googleuninum-arb","Arabic (MSA)","stan1318","Standard Arabic","arb","Eurasia",27.9625,43.8525,"Afro-Asiatic","","","",0.679012345679012,1,NA
"422","numerals-suba1238-1","Suba, Kenya, Tanzania","suba1238","Suba","sxb","Africa",-0.95719,34.1033,"Atlantic-Congo","decimal","Enock Appiah Tieku","quaternary 8 seems to be a compound derived from 4; Suba has a decimal numeral system.",0.246913580246914,1,NA
"423","numerals-suba1252-1","Simbiti, Tanzania","suba1252","Suba-Simbiti","ssc","Africa",-1.103296,34.268,"Atlantic-Congo","decimal","Enock Appiah Tieku","quaternary 8 seems to be a compound derived from 4; Simbiti has a decimal system of counting similar to that of Zanaki.",0.246913580246914,1,NA
"424","numerals-subi1246-1","Subiya, Namibia, Botswana, Zambia","subi1246","Subiya","sbs","Africa",-17.5696,24.8867,"Atlantic-Congo","quinary","Enock Appiah Tieku","Subiya or Ciikuhane has a quinary, decimal numeral system. Note kùchóólā, means to break, here to mean bending and therefore subtraction. kùmánéʝānzà, means literally, to finish a hand, used here mean 5 (fingers). Note further that /o/ and /ɔ/, /e/and /ɛ/ are not phonologically distinctive, but /c/ and /cʰ/ are contextually variants. Note that in counting, for instance for 1ː kàmwīnā, is cardinal (one, once), ìmwīnā, adjective, and βùmwīnā, is ordinal (first). Ciikuhane or Subiya is a Zone K (Guthrie’s classification) and belongs together with Tonga of Southern Zambia. It is the western most offshoot of Tonga. Though it is essentially a Zambezi basin language, it shows linguistic influences from Rozwi (Shona), Lozi, Yeyi, and Nambya and Lilima (Kalanga).",0.203703703703704,1,NA
"425","numerals-suda1236-1","Sudanese Arabic, Sudan, Eritrea","suda1236","Sudanese Arabic","apd","Africa",17.8021,33.3179,"Afro-Asiatic","","Eugene Chan","",0.246913580246914,1,NA
"426","numerals-suga1248-1","Suga (Nizaa), Cameroon","suga1248","Nizaa","sgi","Africa",7.12906,12.3779,"Atlantic-Congo","quinary","Enock Appiah Tieku","Suga or Nizaa has a vigesimal numeral system with a special forms for numbers 6, 7 and 9. The word 'ɓʉʉ' in 20 means 'head'. The formation for 30 to 90 is different. They use Fulani loans with phonological adaptations for hundred 'tɛɛmére' and thousand 'uɟinɛ́ɛ̃́re'. The word 'ndúúŋ' means 'sack', but can be used for a large quantity. Note that the mid tone is unmarked.",0.246913580246914,1,NA
"427","numerals-suku1272-2","Sukur, Nigeria","suku1272","Sukur","syk","Africa",10.8933,13.6437,"Afro-Asiatic","decimal","Eugene Chan","Sukur has a decimal system. Numbers starting with 1,000 and above were a source of great contention in the community and consensus was never reached regarding the correct way to express them. They use English and Hausa for counting in general.",0.246913580246914,1,NA
"428","barlowpacific-sula1248-1","Sula Fagudu","sula1248","Sula","szn","Papunesia",-2.30765,125.9656,"Austronesian","decimal","Russell Barlow","",0.154320987654321,0.620689655172414,NA
"429","numerals-supy1237-1","Supyire Senoufo, Mali","supy1237","Supyire Senoufo","spp","Africa",11.632,-5.87709,"Atlantic-Congo","quinary","Enock Appiah Tieku","decimal; Supyire Senoufo has system of counting based on eighty. The word 'ŋ̀kùù' etymologically means 'chicken' and could be an explanation of the semantic shift, assuming that it has something to do with the price of a chicken at some time in the past. There is a term for 400 'kàmpwòò' and then 1000 is expressed by the phase 'kàmpwòhii ʃùùnnì ná ŋ̀kwuu ʃùùnnì nà ŋ̀kwuu'=400 x 2 + 80 x 2 + 20 x 2 )Nowadays, people are beginning to abandon the traditional complicated system in favor of the decimal system of standard Bambara. Especially for higher numbers, Bambara forms are frequently used.",0.240740740740741,1,NA
"430","numerals-surb1238-1","Surbakhal, Chad","surb1238","Surbakhal","sbj","Africa",13.1331,21.6243,"Maban","decimal","Eugene Chan","Surbakhal has a decimal system of counting similar to that of Masalit. They often use Arabic numeral system now. Note that the first set of Chadic Arabic numerals and the second of Surbakhal without indicated tones.",0.246913580246914,1,NA
"431","numerals-suri1267-1","Suri, Ethiopia","suri1267","Tirma-Chai","suq","Africa",6.03205,35.0823,"Surmic","vigesimal","Eugene Chan","Suri has a counting system based on twenty. The word 'hɪ́rkòn' in twenty means 'man' and the word 'zùɡò' means 'people', the 'thousand' ʃì, is borrowed from Amharic. The original Suri counting, 2000 would be expressed by 'zùɡò hɪ́rkònɛ̀à kú háyɛ́ná'.",0.246913580246914,1,NA
"432","googleuninum-swa","Swahili","swah1254","Swahili (G.40)","","",NA,NA,"Atlantic-Congo","","","",0.679012345679012,1,NA
"433","numerals-tach1250-1","Tachelhit, Morocco","tach1250","Tachelhit","shi","Africa",29.7854,-7.77879,"Afro-Asiatic","vigesimal","Eugene Chan","Tachelhit has a vigesimal system mixing with Berber numerals with Arabic borrowings.",0.240740740740741,1,NA
"434","numerals-tada1238-1","Tadaksahak, Mali","tada1238","Tadaksahak","dsq","Africa",16.685,2.32653,"Songhay","decimal","Eugene Chan","The Tadaksahak numerals are organized as a decimal system where number one and two are of Songhay origin while 3-10 are related to the Tamasheq (Berber) equivalents as well as the decades and 100 (< temeḍe) and 1000 (<agim). Exception is 20 which seems to be traceable to Zenaga (Mauretania). 'one' as the only numeral has an independent form /a-ˈfːoo-da/ (e.g. when counting) and a qualifying /NOUN ˈfoo-da/. 2-9 can serve as nouns without additional morphology and can take a plural in that function. Above ten the numerals are formed by inserting 'with' /ənda/. Syntax: 1-10 is post-nominal, higher numerals with a genitival construction where the (counted) noun is in the singular.",0.222222222222222,0.862068965517241,NA
"435","numerals-taga1278-1","Tagargrent (Ourgla), Algeria","taga1278","Ouargli","oua","Africa",31.9454,5.28444,"Afro-Asiatic","","Eugene Chan","Tagargrent numerals '1 to 10 ' show two genders, namelyː masculine gender and feminine gender.",0.246913580246914,1,NA
"436","numerals-tagw1240-1","Tagwana Senoufo, Côte d'Ivoire","tagw1240","Tagwana Senoufo","tgw","Africa",8.67053,-5.17372,"Atlantic-Congo","quinary","Enock Appiah Tieku","7-9 are quinary based but not 6; Tagwana Senoufo has a vigesimal system with five-based substructure.",0.246913580246914,1,NA
"437","numerals-taha1241-1","Tahaggart Tamahaq, Niger","taha1241","Tahaggart Tamahaq","thv","Africa",22.5908,8.73169,"Afro-Asiatic","","Eugene Chan","Tayart Tamajaq numerals are similar to that of other Tamasheq languages or dialects. Note 1ː This transcription may be approximative. Note 2ː The dotted consonants ( d̩, s̩, z̩, m̩, n̩ ... ) are called by this author ''emphatics''; a term also used among Berber and Semitic languages.",0.246913580246914,1,NA
"438","numerals-tait1250-1","Daw'ida (Taita), Kenya","tait1250","Taita","dav","Africa",-3.79347,38.57254,"Atlantic-Congo","decimal","Enock Appiah Tieku","ternary - 6=3*? quaternary 8 has the form of 4, a reduplication; Daw'ida / Kidaw'da or Taita ( Kirongʼe dialect), is spoken in SE of Kenya, this language has a decimal system. Other higher numbers areː 300. maɡhana adadu, 400. maɡhana ana, 500. maɡhana asanu, 600. maɡhana arandadu, 700. maɡhana mfunɡade, 800. maɡhana wʼunyanya, 900. maɡhana ikenda. Conventions adopted in the writing are <w’> for /β/, <ng’> for /ŋ/, and <ny> for /ɲ/. Little research has been done on the sound system, but Kidaw’ida is not tonal, stress is penultimate, and there appears to be a five-vowel system: /i ɛ a o u/, with no phonemic tense/lax contrast. Of particular interest is the use of mrongo as a base which is equal to 10, though it is not the word for 10. Also of interest is noun class agreement in 100–600 (classes 5 & 6, respectively).",0.246913580246914,1,NA
"439","barlowpacific-taku1258-1","Taku & Nuguria","taku1258","Takuuic","","",-5.55217864399992,155.06934655,"Austronesian","","","",0.0617283950617284,0.344827586206897,NA
"440","numerals-tali1258-1","Lubwisi, Uganda, DR of the Congo","tali1258","Talinga-Bwisi","tlj","Africa",0.676185,29.9494,"Atlantic-Congo","decimal","Enock Appiah Tieku","quaternary 8 has the form of 4, a reduplication, 6,7 and 9 are compounds whose forms are not discernible; Lubwisi has a decimal system similar to that of Nyambo.",0.246913580246914,1,NA
"441","numerals-tall1250-1","Tal, Plateau State, Nigeria","tall1250","Tal","tal","Africa",9.15354,9.50774,"Afro-Asiatic","decimal","Eugene Chan","Tal is spoken in south eastern Pankshin LGA of Plateau State, Nigeria. Tal has a decimal numeral system. Higher number 800 is: ték sàr ƙáp’ààféi (tīp féi)",0.253086419753086,1,NA
"442","numerals-tama1365-1","Tamasheq, Mali","tama1365","Tamasheq","taq","Africa",14.2038,-2.41269,"Afro-Asiatic","","Eugene Chan","",0.246913580246914,1,NA
"443","numerals-tamk1242-1","Tamki, Guéra region, Chad","tamk1242","Tamki","tax","Africa",11.4926,18.2295,"Afro-Asiatic","decimal","Eugene Chan","Tamki or Temki has a decimal system. Temki is spoken at Tamki village, Guéra region: Bahr Signaka department, Melfi subprefecture, Chad.",0.259259259259259,1,NA
"444","numerals-tamp1252-1","Tampulma, Ghana","tamp1252","Tampulma","tpm","Africa",9.75577,-1.35467,"Atlantic-Congo","decimal","Enock Appiah Tieku","ternary - traces of 3 and 8 in 6 and 8 respectively; Tampulma has a decimal system. There was an old counting system with special construction for 18 and 19, 28 and 29 ... 88 and 89. But 98 and 99 are expressed by 'aba lɛ wato wa kɔkwa ' and 'ki bɛkim wato wa kɔkwa' respectively, which mean ' 2 not there to be hundred ' and '1 not there to be hundred' respectively. Tampulma basic numerals are similar to those of Chakali. Note that all numbers without a tone mark is in the mid tone.",0.246913580246914,1,NA
"445","numerals-tana1283-1","Sika (Tana Ai dialect), Indonesia","tana1283","Tana Ai","","Papunesia",NA,NA,"Austronesian","decimal","Eugene Chan","Sikka (Tana Ai dialect ) has a decimal system of counting.",0.246913580246914,1,NA
"446","barlowpacific-tang1348-1","Tangga","tang1348","Tangga","tgg","Papunesia",-4.08824,153.611,"Austronesian","decimal","Russell Barlow","",0.123456790123457,0.689655172413793,NA
"447","barlowpacific-tann1242-1","Tana (Tanna) [exact language unknown, but seems similar to kwam1252]","tann1242","Tanna","","",-19.5222075,169.3502575,"Austronesian","","","",0.0432098765432099,0.241379310344828,NA
"448","numerals-tari1263-1","Tarifiyt (Riffian), Morocco","tari1263","Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber","rif","Africa",34.916974,-3.430616,"Afro-Asiatic","","Eugene Chan","The Tarifit Berber numeral system is basically Arabic except for the numeral ‘one’ which has variation.",0.246913580246914,1,NA
"449","numerals-taro1263-1","Tarok (Yergam), Nigeria","taro1263","Tarok","yer","Africa",8.98356,10.0288,"Atlantic-Congo","decimal","Enock Appiah Tieku","Tarok has a decimal numeral system. There are two forms for the compound numbers; 11 'ùɡ͡bə́ci azɨŋ' is a shorten form of 'ùɡ͡bə́pci ka amən pə zɨŋ' and 12 'ùɡ͡bə́ci apàr(ɨ́m)' is a shorten form of 'ùɡ͡bə́pci ka amən pə pàrɨ́m', ect.",0.246913580246914,1,NA
"450","numerals-tasa1240-1","Tasawaq, Niger","tasa1240","Tasawaq","twq","Africa",16.7814,6.92037,"Songhay","decimal","Eugene Chan","Tasawaq has a decimal numeral system mixing with four traditional numerals one to four with loanwords from Arabic, Tuareg and Hausa. There are two forms for number oneː the first form is the form used with nouns, the second form is the independent use. The numerals 5-10 as well as the decades are loans from Arabic. The numerals 5-10 as well as the decades are loans from Arabic. 100 is a loan from Tuareg; jíkkà 1000 comes from Hausa. I don’t know the etymology of àlqwáràs, but it does not look very Songhay. Note that the constructions are post-nominal with numerals 1-10 and compounds of these. With higher numerals (as long as not compounds), the construction is “NUMERAL of NOUN”, which is weird, as the possessive construction is “POSSESSOR of POSSESSED”. This constitutes no doubt a direct calque on Tuareg.",0.166666666666667,0.551724137931034,NA
"451","numerals-tava1241-1","Amis (Vataan dialect), Taiwan","tava1241","Tavalong-Vataan","","Papunesia",23.635064,121.422761,"Austronesian","","Eugene Chan","The above data are taken from Vataan dialect of Amis language. Note the the symbol [ʡ] is an epiglottal plosive.",0.246913580246914,1,NA
"452","numerals-tawa1286-1","Tawallammat Tamajaq, Niger","tawa1286","Tawallammat Tamajaq","ttq","Africa",13.9878,4.47692,"Afro-Asiatic","","Eugene Chan","The numerals of Tawallammat Tamajaq are similar to that of other Tamasheq languages. The dotted consonants ( b̩, d̩, t̩, ... ) indicated an uvularization affecting the whole words; a feature common among Berber and Semitic languages.",0.246913580246914,1,NA
"453","numerals-taya1257-1","Tayart Tamajaq, Niger","taya1257","Tayart Tamajeq","thz","Africa",16.9232,7.6743,"Afro-Asiatic","","Eugene Chan","Tayart Tamajaq numerals are similar to that of other Tamasheq languages or dialects. Note 1ː This transcription may be approximative. Note 2ː The dotted consonants ( d̩, s̩, z̩, m̩, n̩ ... ) are called ''emphatics''; term also used among Berber and Semitic languages.",0.246913580246914,1,NA
"454","numerals-tazn1238-1","Taznatit, Algeria","tazn1238","Sud Oranais-Gourara","grr","Africa",29.1107,0.01992,"Afro-Asiatic","","Eugene Chan","Taznatit numerals '1 to 3 ' show two genders, namelyː masculine gender and feminine gender, they used Arabic numerals now. The numbers 5, 10, 200 and 400 are (cryptic numeral). Lameen Souag says: Note the use of cryptic numerals to make it more difficult for Arabic-speaking eavesdroppers to understand, as in other Saharan oases. Fractions are all borrowed from Arabic, as are all numerals above three.",0.0432098765432099,0.172413793103448,NA
"455","numerals-teda1241-1","Tedaga (Tebu), Chad, Niger","teda1241","Tedaga","tuq","Africa",18.0426,14.7717,"Saharan","","Eugene Chan","Tedaga and Dazaga have similar numeral systems. 'thousand' is a loan-word from Hausa.",0.246913580246914,1,NA
"456","numerals-teen1242-1","Téén, Côte d'Ivoire, Burkina Faso","teen1242","Téén","lor","Africa",9.84556,-3.71183,"Atlantic-Congo","quinary","Enock Appiah Tieku","9 = 10-1.; Téén or Lorhon has a vigesimal system with special construction for numbers 5 to 9. The numbers 9 and 19 are formed by 'one mark ten and twenty', respectively. The monetary values, multiply by five. E.g. tewu nuse = 200 goats, waribo nuse = 1,000 francs. Note that Téén / Lorhon is not a tonal language-one of only a few Ivorian languages. There is phonemic stress in the language, but it does not need to be marked as it is usually clear by the context.",0.259259259259259,1,NA
"457","numerals-teke1276-1","Teke-Tyee, Congo","teke1276","Teke-Tyee","tyx","Africa",-3.50685,13.8668,"Atlantic-Congo","decimal","Enock Appiah Tieku","Teke-Tyee has a decimal system but the formations of 70, 80 and 90 are different. Note that H tone is marked with an acute accent, L tone is unmarked.",0.246913580246914,1,NA
"458","numerals-teke1278-1","Teke-Nzikou, Congo","teke1278","Teke-Eboo-Nzikou","ebo","Africa",-2.384219,15.623277,"Atlantic-Congo","decimal","Enock Appiah Tieku","Teke-Nzikou and Teke-Eboo are dialects of the same language. Some Tekes say there is no word for a thousand in Teke. Pfuuna is mostly used for money, and means 5,000 cfa. Some say it can also be used for a thousand people, for example, but others disagree, nkɔ́ kkṹ was suggested, but is not widely known or used. Note that H tone is marked with an acute accent, L tone is unmarked.",0.246913580246914,1,NA
"459","numerals-teke1280-1","Teke-Kukuya, Congo","teke1280","Teke-Kukuya","kkw","Africa",-2.27122,14.4407,"Atlantic-Congo","decimal","Enock Appiah Tieku","In Teke-Kukuya, there are variants in numbers 10, 11 to 19ː kúúmi, kkṹ ya ímɔ, kkṹ ya bvyɛɛlɛ, etc. Note that H tone is marked with an acute accent, L tone is unmarked.",0.234567901234568,1,NA
"460","numerals-temb1270-1","(chi)Tembo, Eastern DR of the Congo","temb1270","Tembo (Kitembo)","tbt","Africa",-1.91863,28.5778,"Atlantic-Congo","decimal","Enock Appiah Tieku","(chi)Tembo has a decimal system.",0.246913580246914,1,NA
"461","numerals-temm1241-1","Tem, Togo, Benin, Ghana","temm1241","Tem","kdh","Africa",8.967,1.136,"Atlantic-Congo","quinary","Enock Appiah Tieku","6 - 9 appears as compound with non-transparent constituents. 15-19 is quinary based; Tem has a vigesimal system of with a word for fifteen. The new data is a little different from that of old one provided by Mrs. Jenny Rowe in 1989.",0.259259259259259,1,NA
"462","numerals-tenn1246-1","Tennet (Tenet), Sudan","tenn1246","Tennet","tex","Africa",4.91107,32.6307,"Surmic","quinary","Eugene Chan","Tenet has a quinary, vigesimal system of counting. 20 is expressed by 'étímá' means 'a man' and 40 is ɔ́l ráːma 'two people'.",0.234567901234568,1,NA
"463","numerals-tera1251-1","Tera, Nigeria","tera1251","Tera","ttr","Africa",11.0376,11.80953,"Afro-Asiatic","decimal","Eugene Chan","Tera has a decimal system. The number 'thousand' is Hausa loan. Note that there are three tones in Teraː The high tone [v́], mid tone [v̄], low tone [v̀], and the central vowel IPA [ɨ] is written as 'u̠' in orthography. The first set is in phonetic transcription and the second set of numeral system is used with the current orthography.",0.259259259259259,1,NA
"464","numerals-tidu1239-1","Tidong, Sabah, Malaysia","tidu1239","Tidung","tid","Papunesia",3.937955,117.55143,"Austronesian","decimal","Eugene Chan","Tidong has a decimal system.",0.246913580246914,1,NA
"465","numerals-tief1242-2","Tiéfo, Burkina Faso","tief1242","Tiefo-Daramandugu","tiq","Africa",10.7184,-4.52619,"Atlantic-Congo","quinary","Enock Appiah Tieku","Tiéfo has a vigesimal system with a five-based substructure. Notesː 'dɛ̃̀' or 'ʔë diɛ̃̀ni' occur as an integrated part it undergoes phonological change like in 6 'kã̀-dĩ'. For number 8 'kã̀-sá' there is a systematic phonological change in that the nasalization is lot. In the Tiefo counting system, at the level of high numbers, there are loanwords from the Jula language. For example: 500 in Jula is 'kɛmɛ'; 1000 in Jula is 'kɛmɛ fila' (fila means 'two'), a Tiefo speaker in this case will say ' kɛmɛ jɔ̃; 2000 in Jula is 'kɛmɛ naani' (naani means 'four'), a Teifo speaker in this case will say 'kɛmɛ ʔuʔɔ̃́' . Tiefo has three tonesː High, Mid and Low. Traditional phonetic symbol ' j ' palatal stop= IPA [ ɟ ]; ' ë ' = IPA [ə].",0.253086419753086,1,NA
"466","numerals-tigo1236-1","Tigon Mbembe, Cameroon","tigo1236","Tigon Mbembe","nza","Africa",6.983995,10.70849,"Atlantic-Congo","quinary","Enock Appiah Tieku","6, 7, 9 are quinary based but 8 is a reduplicated form of 4. 1000 are in base 100; Tigon Mbembe has a vigesimal numeral system with incomplete five-base substructure, the number '8' seems formed by '2 x 4'. The word for '100' kpɛɡrɔ, means 'one bowl'.",0.246913580246914,1,NA
"467","numerals-tika1246-1","Tikar, Cameroon","tika1246","Tikar","tik","Africa",5.87004,11.6104,"Atlantic-Congo","decimal","Enock Appiah Tieku","quaternary 8 = 4 reduplicated? 6, 7, and 9 are compounds? 100 and thousand are atoms; Tikar has a decimal system.",0.246913580246914,1,NA
"468","numerals-timn1235-1","Temne (Themne), Sierra Leone","timn1235","Timne","tem","Africa",8.90294,-12.3331,"Atlantic-Congo","quinary","Enock Appiah Tieku","Temne has a quinary, decimal system. The above data is taken from Kərata ([kɨrat̪a]) dialect. Other higher numbers areː 300.tɛmɛ́ tɨ́sas, 400.tɛmɛ́ tânlɛ, 500. tɛmɛ́ ta'mát̪, 600. tɛmɛ́ tâmt̪úru'́kín, 700. tɛmɛ́ tâmt̪ɨ́dɛ́'rɨ́ŋ, 800. tɛmɛ́ tâmt̪ɨrɛ́sá, 900. tɛmɛ́ tâmt̪ɨrɛ́ŋanlɛ, 3000. ɛwúl ɛsas, 4000. ɛwúl janlɛ, 5000. ɛwúl tamát̪, 6000. ɛwúl tamt̪úru'́kín, 7000. ɛwúl tamt̪ɨ́dɛ́'rɨ́ŋ, 8000. ɛwúl tamt̪ɨrɛ́sas, 9000. ɛwúl tamt̪ɨrɛ́ŋanlɛ, 10000. ɛwúl 'tɔ́fɔt, 20000. ɛwúl 'kɨɡbá, 30000. ɛwúl kɨɡbá 'tɔ́fɔt, 40000. ɛwúl 'tɨɡbá tɨ́'rɨ́ŋ, 50000. ɛwúl 'tɨɡbá tɨ́'rɨ́ŋ 'tɔ́fɔt, 100000. ɛwúl kɛmɛ́ kín.",0.246913580246914,1,NA
"469","numerals-tobo1251-1","Tobo, Papua New Guinea","tobo1251","Tobo","tbv","Papunesia",-6.36263,147.376,"Nuclear Trans New Guinea","","Eugene Chan","The Tobo counting system is a digit-tally one with at least three distinct numerals, but 4, which as a numeral is uncertain. Now, the traditional terms for 1 through 5 are very commonly used across the board demographically, but we have observed the usage of the transliterated terms among schoolchildren, who are being influenced by Melanesian Pidgin/English. The traditional terms for 6 through 10 are observed in use more among the teens and adults, and this use may be diminishing among the younger generation. The traditional terms for 11 and above are rarely observed in everyday language, though most adults are familiar with them. As must be common in many languages, the literal gloss for mə'ɾɑmən (five) is “one hand” and məɾɑ'yəɣət (ten) is literally “two hands”. Also note that mə'ɾɑmən 'nəβək 'inmɑ mok (six) is literally ''one hand going to the other side one (finger)'', and that the pattern continues to “two hands” (ten) and from there, you go down to the foot and one, etc. up to “one man (twenty)” (assuming that one man encompasses all 20 of a person’s digits). Other higher numbers borrowed from Pidgin English. areː 21. 'twenti wɑn', 29. twenti nɑⁱn, 30. 'terti, 40. 'foti or ip 'yəɣət, 50. 'fifti, 60. siksti or ip 'qɑɾəβət, 70. 'seβenti, 80. 'ɑⁱti or ip 'kembem kpə'ɣɑp, 90. 'nɑⁱnti, 100. 'hɑndɾet, or 'wɑn 'hɑndɾet, 200. 'tu 'hɑndɾet, 1000. wɑn 'tɑusen, 2000. 'tu 'tɑusen.",0.123456790123457,0.689655172413793,NA
"470","numerals-tong1318-1","ChiTonga, Zambia, Zimbabwe","tong1318","Tonga (Zambia)","toi","Africa",-17.422325,27.103495,"Atlantic-Congo","quinary","Enock Appiah Tieku","7 and 9 are quinary based but the constituents of 6 and 8 are not discernible. 1000 is an atom; Chitong has a decimal system.",0.246913580246914,1,NA
"471","numerals-tote1238-1","Totela, Zambia, Namibia","tote1238","Totela","ttl","Africa",-16.9575,24.3751,"Atlantic-Congo","quinary","Eugene Chan","Other comments: Totela has a quinary, decimal numeral system, I'm sending you the new data I have. Unfortunately, it only goes from 1-10; I didn't have any consultants who were able to give more than that. The ""counting"" numbers are in parentheses, following the roots. Numbers 1-5 are adjectives and the others are nouns or nouns followed by adjectives. I noticed that this list differs a bit from what I what I collected before and I'm not completely sure why, except that what I have this time seems more traditional and what's below seems more mathematical. As before, the only numbers I ever heard used were 1-5 and 10. I wrote in all the tones for this new set, although I'm sure it would've sufficed just to mark H (and falling) tones.",0.246913580246914,1,NA
